 ,35
1896,867
1897,871
1898,855
1899,868
1900,941
1901,893
1902,864
1903,874
1904,809
1905,830
1906,835
1907,837
1908,862
1909,843
1910,889
1911,869
1912,861
1913,859
1914,854
1915,860
1916,875
1917,867
1918,855
1919,859
1920,868
1921,846
1922,861
1923,870
1924,899
1925,915
1926,898
1927,937
1928,914
1929,931
1930,1037
1931,1029
1932,1013
1933,943
1934,947
1935,948
1936,909
1937,894
1938,894
1939,913
1940,883
1941,846
1942,896
1943,872
1944,912
1945,889
1946,830
1947,874
1948,891
1949,935
1950,969
1951,887
1952,894
1953,854
1954,835
1955,943
1956,881
1957,875
1958,872
1959,888
1960,868
1961,910
1962,866
1963,974
1964,911
1965,922
1966,946
1967,899
1968,890
1969,915
1970,901
1971,1009
1972,1038
1973,1074
1974,1014
1975,1046
1976,949
1977,921
1978,929
1979,944
1980,955
1981,960
1982,899
1983,895
1984,892
1985,896
1986,880
1987,897
1988,883
1989,919
1990,861
1991,890
1992,937
1993,967
1994,937
1995,910
1996,953
1997,922
1998,923
1999,1017
2000,930
2001,923
2002,957
2003,914
2004,958
2005,1026
2006,948
2007,950
2008,923
2009,940
2010,971
2011,992
2012,945
2013,999
2014,1072
2015,1143
2016,1056
2017,1017
2018,1000
2019,982
2020,994
2021,990
2022,952
2023,945
2024,985
2025,1005
2026,1001
2027,885
2028,983
2029,924
2030,929
2031,1008
2032,1015
2033,1033
2034,976
2035,932
2036,983
2037,920
2038,964
2039,989
2040,932
2041,962
2042,949
2043,962
2044,963
2045,953
2046,996
2047,953
2048,971
2049,980
2050,981
2051,991
2052,1008
2053,1025
2054,1063
2055,1107
2056,1196
2057,1170
2058,1053
2059,1040
2060,999
2061,979
2062,940
2063,954
2064,995
2065,1000
2066,931
2067,977
2068,1030
2069,968
2070,1008
2071,969
2072,972
2073,1002
2074,974
2075,928
2076,1028
2077,981
2078,949
2079,979
2080,920
2081,1001
2082,945
2083,969
2084,949
2085,975
2086,978
2087,1014
2088,1022
2089,1016
2090,1046
2091,1006
2092,1039
2093,948
2094,956
2095,1046
2096,1079
2097,1115
2098,1214
2099,1163
2100,1088
2101,1072
2102,1070
2103,1032
2104,1119
2105,992
2106,988
2107,1010
2108,1070
2109,1005
2110,1023
2111,1065
2112,1015
2113,978
2114,1012
2115,988
2116,982
2117,1106
2118,989
2119,1042
2120,998
2121,1037
2122,1020
2123,1000
2124,1045
2125,1038
2126,970
2127,1067
2128,1025
2129,997
2130,1064
2131,1047
2132,1035
2133,993
2134,994
2135,1097
2136,1039
2137,1055
2138,1085
2139,1112
2140,1219
2141,1128
2142,1176
2143,1180
2144,1081
2145,957
2146,1019
2147,1047
2148,1074
2149,1034
2150,1038
2151,1050
2152,1035
2153,1013
2154,1110
2155,1009
2156,1023
2157,1045
2158,1046
2159,1056
2160,1053
2161,1026
2162,1044
2163,1085
2164,1021
2165,1073
2166,1010
2167,998
2168,994
2169,1088
2170,1053
2171,1034
2172,1059
2173,1044
2174,1017
2175,1031
2176,1056
2177,986
2178,1069
2179,1190
2180,1201
2181,1247
2182,1198
2183,1128
2184,1124
2185,1111
2186,1084
2187,1090
2188,1052
2189,1059
2190,1140
2191,1047
2192,1003
2193,993
2194,1055
2195,1046
2196,1020
2197,1075
2198,1093
2199,1064
2200,1077
2201,1029
2202,1025
2203,1048
2204,1056
2205,1082
2206,1032
2207,1037
2208,1019
2209,1097
2210,1086
2211,1015
2212,1100
2213,1040
2214,977
2215,1092
2216,1112
2217,1047
2218,1074
2219,1076
2220,1068
2221,1169
2222,1196
2223,1187
2224,1257
2225,1208
2226,1161
2227,1154
2228,1080
2229,1058
2230,1148
2231,1048
2232,1087
2233,1063
2234,1071
2235,1133
2236,1061
2237,1099
2238,1049
2239,1017
2240,1095
2241,1102
2242,1095
2243,1100
2244,1041
2245,1139
2246,1090
2247,1107
2248,1068
2249,1016
2250,1121
2251,1096
2252,1091
2253,1023
2254,1152
2255,1069
2256,1105
2257,1098
2258,1133
2259,1110
2260,1120
2261,1106
2262,1117
2263,1164
2264,1204
2265,1292
2266,1251
2267,1236
2268,1151
2269,1148
2270,1155
2271,1079
2272,1128
2273,1088
2274,1140
2275,1100
2276,1125
2277,1111
2278,1128
2279,1090
2280,1137
2281,1131
2282,1095
2283,1065
2284,1046
2285,1078
2286,1122
2287,1071
2288,1131
2289,1112
2290,1079
2291,1088
2292,1054
2293,1123
2294,1156
2295,1115
2296,1169
2297,1108
2298,1117
2299,1114
2300,1136
2301,1090
2302,1121
2303,1135
2304,1152
2305,1329
2306,1202
2307,1222
2308,1218
2309,1121
2310,1138
2311,1132
2312,1144
2313,1169
2314,1127
2315,1129
2316,1061
2317,1090
2318,1169
2319,1017
2320,1099
2321,1109
2322,1132
2323,1114
2324,1131
2325,1102
2326,1106
2327,1115
2328,1110
2329,1124
2330,1073
2331,1133
2332,1116
2333,1139
2334,1154
2335,1126
2336,1154
2337,1136
2338,1109
2339,1107
2340,1062
2341,1156
2342,1111
2343,1087
2344,1112
2345,1147
2346,1168
2347,1241
2348,1296
2349,1295
2350,1304
2351,1180
2352,1156
2353,1152
2354,1196
2355,1158
2356,1141
2357,1076
2358,1186
2359,1068
2360,1095
2361,1125
2362,1106
2363,1134
2364,1162
2365,1166
2366,1121
2367,1100
2368,1115
2369,1125
